source_table,record_id,issue_type,original_value,corrected_value,action,reason
payments,PAYMENT0005714,DUPLICATE_PAYMENT_REF,TXN0000061898,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0019219,DUPLICATE_PAYMENT_REF,TXN0000061899,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0009339,DUPLICATE_PAYMENT_REF,TXN0000061903,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0017315,DUPLICATE_PAYMENT_REF,TXN0000061920,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0010969,DUPLICATE_PAYMENT_REF,TXN0000061949,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0022137,DUPLICATE_PAYMENT_REF,TXN0000061956,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0022697,DUPLICATE_PAYMENT_REF,TXN0000061978,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0000608,DUPLICATE_PAYMENT_REF,TXN0000062018,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0016784,DUPLICATE_PAYMENT_REF,TXN0000062026,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0019652,DUPLICATE_PAYMENT_REF,TXN0000062032,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0019793,DUPLICATE_PAYMENT_REF,TXN0000062033,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0009318,DUPLICATE_PAYMENT_REF,TXN0000062063,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0021175,DUPLICATE_PAYMENT_REF,TXN0000062105,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0023365,DUPLICATE_PAYMENT_REF,TXN0000062201,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0001165,DUPLICATE_PAYMENT_REF,TXN0000062203,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0013521,DUPLICATE_PAYMENT_REF,TXN0000062289,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0017814,DUPLICATE_PAYMENT_REF,TXN0000062292,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0000835,DUPLICATE_PAYMENT_REF,TXN0000062295,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0000443,DUPLICATE_PAYMENT_REF,TXN0000062308,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0017537,DUPLICATE_PAYMENT_REF,TXN0000062318,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0009679,DUPLICATE_PAYMENT_REF,TXN0000062385,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0001920,DUPLICATE_PAYMENT_REF,TXN0000062463,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0024859,DUPLICATE_PAYMENT_REF,TXN0000062497,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0000507,DUPLICATE_PAYMENT_REF,TXN0000062501,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0008748,DUPLICATE_PAYMENT_REF,TXN0000062541,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0016836,DUPLICATE_PAYMENT_REF,TXN0000062551,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0018056,DUPLICATE_PAYMENT_REF,TXN0000062561,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0003010,DUPLICATE_PAYMENT_REF,TXN0000062588,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0014147,DUPLICATE_PAYMENT_REF,TXN0000062603,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0006750,DUPLICATE_PAYMENT_REF,TXN0000062634,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0001965,DUPLICATE_PAYMENT_REF,TXN0000062643,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0013771,DUPLICATE_PAYMENT_REF,TXN0000062643,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0009302,DUPLICATE_PAYMENT_REF,TXN0000062931,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0024429,DUPLICATE_PAYMENT_REF,TXN0000062944,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0009883,DUPLICATE_PAYMENT_REF,TXN0000062955,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0004352,DUPLICATE_PAYMENT_REF,TXN0000063005,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0020405,DUPLICATE_PAYMENT_REF,TXN0000063005,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0019811,DUPLICATE_PAYMENT_REF,TXN0000063014,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0005833,DUPLICATE_PAYMENT_REF,TXN0000063028,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0018426,DUPLICATE_PAYMENT_REF,TXN0000063039,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0005218,DUPLICATE_PAYMENT_REF,TXN0000063131,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0013574,DUPLICATE_PAYMENT_REF,TXN0000063203,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0015599,DUPLICATE_PAYMENT_REF,TXN0000063203,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0010236,DUPLICATE_PAYMENT_REF,TXN0000063204,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0021728,DUPLICATE_PAYMENT_REF,TXN0000063253,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0020855,DUPLICATE_PAYMENT_REF,TXN0000063319,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0017013,DUPLICATE_PAYMENT_REF,TXN0000063330,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0000237,DUPLICATE_PAYMENT_REF,TXN0000063355,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0017895,DUPLICATE_PAYMENT_REF,TXN0000063375,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0008986,DUPLICATE_PAYMENT_REF,TXN0000063377,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0003191,DUPLICATE_PAYMENT_REF,TXN0000063381,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0001305,DUPLICATE_PAYMENT_REF,TXN0000063391,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0004356,DUPLICATE_PAYMENT_REF,TXN0000063399,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0009674,DUPLICATE_PAYMENT_REF,TXN0000063501,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0007500,DUPLICATE_PAYMENT_REF,TXN0000063542,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0017397,DUPLICATE_PAYMENT_REF,TXN0000063591,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0002740,DUPLICATE_PAYMENT_REF,TXN0000063626,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0018004,DUPLICATE_PAYMENT_REF,TXN0000063753,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0011162,DUPLICATE_PAYMENT_REF,TXN0000063773,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0020785,DUPLICATE_PAYMENT_REF,TXN0000063784,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0006135,DUPLICATE_PAYMENT_REF,TXN0000063818,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0008724,DUPLICATE_PAYMENT_REF,TXN0000063824,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0013222,DUPLICATE_PAYMENT_REF,TXN0000063837,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0000315,DUPLICATE_PAYMENT_REF,TXN0000063848,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0009906,DUPLICATE_PAYMENT_REF,TXN0000063848,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0020354,DUPLICATE_PAYMENT_REF,TXN0000063848,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0016575,DUPLICATE_PAYMENT_REF,TXN0000063859,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0001034,DUPLICATE_PAYMENT_REF,TXN0000063892,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0002380,DUPLICATE_PAYMENT_REF,TXN0000063914,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0010155,DUPLICATE_PAYMENT_REF,TXN0000063935,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0015217,DUPLICATE_PAYMENT_REF,TXN0000063935,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0003915,DUPLICATE_PAYMENT_REF,TXN0000063963,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0016880,DUPLICATE_PAYMENT_REF,TXN0000064017,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0015639,DUPLICATE_PAYMENT_REF,TXN0000064091,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0000107,DUPLICATE_PAYMENT_REF,TXN0000064122,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0017119,DUPLICATE_PAYMENT_REF,TXN0000064203,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0006266,DUPLICATE_PAYMENT_REF,TXN0000064310,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0007739,DUPLICATE_PAYMENT_REF,TXN0000064324,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0013418,DUPLICATE_PAYMENT_REF,TXN0000064334,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0000131,DUPLICATE_PAYMENT_REF,TXN0000064354,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0014781,DUPLICATE_PAYMENT_REF,TXN0000064445,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0016767,DUPLICATE_PAYMENT_REF,TXN0000064462,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0012197,DUPLICATE_PAYMENT_REF,TXN0000064483,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0012869,DUPLICATE_PAYMENT_REF,TXN0000064567,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0007189,DUPLICATE_PAYMENT_REF,TXN0000064616,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0001912,DUPLICATE_PAYMENT_REF,TXN0000064616,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0015070,DUPLICATE_PAYMENT_REF,TXN0000064655,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0012682,DUPLICATE_PAYMENT_REF,TXN0000064655,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0021193,DUPLICATE_PAYMENT_REF,TXN0000064714,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0006010,DUPLICATE_PAYMENT_REF,TXN0000064852,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0024222,DUPLICATE_PAYMENT_REF,TXN0000064882,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0013495,DUPLICATE_PAYMENT_REF,TXN0000064884,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0010293,DUPLICATE_PAYMENT_REF,TXN0000064895,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0004106,DUPLICATE_PAYMENT_REF,TXN0000064927,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0006643,DUPLICATE_PAYMENT_REF,TXN0000065093,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0011200,DUPLICATE_PAYMENT_REF,TXN0000065174,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0007385,DUPLICATE_PAYMENT_REF,TXN0000065193,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0012594,DUPLICATE_PAYMENT_REF,TXN0000065210,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0003836,DUPLICATE_PAYMENT_REF,TXN0000065210,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0009583,DUPLICATE_PAYMENT_REF,TXN0000065248,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0002423,DUPLICATE_PAYMENT_REF,TXN0000065275,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0023880,DUPLICATE_PAYMENT_REF,TXN0000065290,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0016342,DUPLICATE_PAYMENT_REF,TXN0000065298,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0006459,DUPLICATE_PAYMENT_REF,TXN0000065315,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0010089,DUPLICATE_PAYMENT_REF,TXN0000065357,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0011475,DUPLICATE_PAYMENT_REF,TXN0000065394,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0023440,DUPLICATE_PAYMENT_REF,TXN0000065437,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0009115,DUPLICATE_PAYMENT_REF,TXN0000065451,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0007561,DUPLICATE_PAYMENT_REF,TXN0000065459,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0011327,DUPLICATE_PAYMENT_REF,TXN0000065467,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0000790,DUPLICATE_PAYMENT_REF,TXN0000065475,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0000051,DUPLICATE_PAYMENT_REF,TXN0000065478,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0004047,DUPLICATE_PAYMENT_REF,TXN0000065514,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0000995,DUPLICATE_PAYMENT_REF,TXN0000065545,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0000809,DUPLICATE_PAYMENT_REF,TXN0000065574,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0020719,DUPLICATE_PAYMENT_REF,TXN0000065574,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0008808,DUPLICATE_PAYMENT_REF,TXN0000065713,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0015201,DUPLICATE_PAYMENT_REF,TXN0000065713,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0005115,DUPLICATE_PAYMENT_REF,TXN0000065723,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0011843,DUPLICATE_PAYMENT_REF,TXN0000065757,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0024922,DUPLICATE_PAYMENT_REF,TXN0000065767,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0020174,DUPLICATE_PAYMENT_REF,TXN0000065787,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0006343,DUPLICATE_PAYMENT_REF,TXN0000065805,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0002628,DUPLICATE_PAYMENT_REF,TXN0000065836,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0000562,DUPLICATE_PAYMENT_REF,TXN0000065882,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0011982,DUPLICATE_PAYMENT_REF,TXN0000065892,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0006775,DUPLICATE_PAYMENT_REF,TXN0000065957,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0000261,DUPLICATE_PAYMENT_REF,TXN0000066110,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0014068,DUPLICATE_PAYMENT_REF,TXN0000066124,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0003956,DUPLICATE_PAYMENT_REF,TXN0000066149,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0004165,DUPLICATE_PAYMENT_REF,TXN0000066171,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0015853,DUPLICATE_PAYMENT_REF,TXN0000066386,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0016596,DUPLICATE_PAYMENT_REF,TXN0000066458,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0011096,DUPLICATE_PAYMENT_REF,TXN0000066493,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0007174,DUPLICATE_PAYMENT_REF,TXN0000066537,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0007601,DUPLICATE_PAYMENT_REF,TXN0000066558,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0005117,DUPLICATE_PAYMENT_REF,TXN0000066564,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0002369,DUPLICATE_PAYMENT_REF,TXN0000066605,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0002463,DUPLICATE_PAYMENT_REF,TXN0000066679,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0018660,DUPLICATE_PAYMENT_REF,TXN0000066727,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0013741,DUPLICATE_PAYMENT_REF,TXN0000066757,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0014577,DUPLICATE_PAYMENT_REF,TXN0000066786,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0007306,DUPLICATE_PAYMENT_REF,TXN0000066837,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0016133,DUPLICATE_PAYMENT_REF,TXN0000066849,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0011605,DUPLICATE_PAYMENT_REF,TXN0000066906,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0019491,DUPLICATE_PAYMENT_REF,TXN0000066915,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0022754,DUPLICATE_PAYMENT_REF,TXN0000066938,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0014182,DUPLICATE_PAYMENT_REF,TXN0000066972,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0010472,DUPLICATE_PAYMENT_REF,TXN0000066976,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0010804,DUPLICATE_PAYMENT_REF,TXN0000066986,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0016492,DUPLICATE_PAYMENT_REF,TXN0000066987,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0019734,DUPLICATE_PAYMENT_REF,TXN0000067016,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0006440,DUPLICATE_PAYMENT_REF,TXN0000067033,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0007007,DUPLICATE_PAYMENT_REF,TXN0000067089,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0011701,DUPLICATE_PAYMENT_REF,TXN0000067100,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0021781,DUPLICATE_PAYMENT_REF,TXN0000067114,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0003380,DUPLICATE_PAYMENT_REF,TXN0000067135,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0022448,DUPLICATE_PAYMENT_REF,TXN0000067173,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0012552,DUPLICATE_PAYMENT_REF,TXN0000067174,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0023088,DUPLICATE_PAYMENT_REF,TXN0000067204,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0007855,DUPLICATE_PAYMENT_REF,TXN0000067211,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0011958,DUPLICATE_PAYMENT_REF,TXN0000067221,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0005472,DUPLICATE_PAYMENT_REF,TXN0000067227,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0014128,DUPLICATE_PAYMENT_REF,TXN0000067227,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0019902,DUPLICATE_PAYMENT_REF,TXN0000067257,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0013573,DUPLICATE_PAYMENT_REF,TXN0000067295,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0001180,DUPLICATE_PAYMENT_REF,TXN0000067308,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0008020,DUPLICATE_PAYMENT_REF,TXN0000067329,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0001135,DUPLICATE_PAYMENT_REF,TXN0000067332,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0002299,DUPLICATE_PAYMENT_REF,TXN0000067386,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0009616,DUPLICATE_PAYMENT_REF,TXN0000067389,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0001401,DUPLICATE_PAYMENT_REF,TXN0000067390,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0015877,DUPLICATE_PAYMENT_REF,TXN0000067395,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0009357,DUPLICATE_PAYMENT_REF,TXN0000067415,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0023901,DUPLICATE_PAYMENT_REF,TXN0000067423,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0024331,DUPLICATE_PAYMENT_REF,TXN0000067426,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0007106,DUPLICATE_PAYMENT_REF,TXN0000067557,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0017054,DUPLICATE_PAYMENT_REF,TXN0000067557,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0004483,DUPLICATE_PAYMENT_REF,TXN0000067557,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0010221,DUPLICATE_PAYMENT_REF,TXN0000067641,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0000104,DUPLICATE_PAYMENT_REF,TXN0000067652,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0010270,DUPLICATE_PAYMENT_REF,TXN0000067669,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0024441,DUPLICATE_PAYMENT_REF,TXN0000067673,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0003934,DUPLICATE_PAYMENT_REF,TXN0000067703,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0006879,DUPLICATE_PAYMENT_REF,TXN0000067738,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0017708,DUPLICATE_PAYMENT_REF,TXN0000067805,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0023121,DUPLICATE_PAYMENT_REF,TXN0000067865,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0022614,DUPLICATE_PAYMENT_REF,TXN0000067873,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0006347,DUPLICATE_PAYMENT_REF,TXN0000067877,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0004697,DUPLICATE_PAYMENT_REF,TXN0000067901,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0004293,DUPLICATE_PAYMENT_REF,TXN0000067956,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0020819,DUPLICATE_PAYMENT_REF,TXN0000067962,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0009769,DUPLICATE_PAYMENT_REF,TXN0000068001,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0011973,DUPLICATE_PAYMENT_REF,TXN0000068025,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0001322,DUPLICATE_PAYMENT_REF,TXN0000068057,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0007994,DUPLICATE_PAYMENT_REF,TXN0000068258,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0015613,DUPLICATE_PAYMENT_REF,TXN0000068343,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0022403,DUPLICATE_PAYMENT_REF,TXN0000068353,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
payments,PAYMENT0002799,DUPLICATE_PAYMENT_REF,TXN0000068372,,REJECTED,Duplicate payment reference (retry / duplicate ingestion event)
